itemLabel,ICAO_airport_code,countryLabel,located_in_the_administrative_territorial_entityLabel,coordinate_location
Miami International Airport,KMIA,United States of America,Miami-Dade County,Point(-80.290555555 25.793333333)
Bergen Airport,ENBR,Norway,Bergen municipality,Point(5.218061111 60.293611111)
Tainan Airport,RCNN,Taiwan,South District,Point(120.205555555 22.950277777)
Xiamen Gaoqi International Airport,ZSAM,People's Republic of China,Huli District,Point(118.127777777 24.544166666)
Gregorio Luperon International Airport,MDPP,Dominican Republic,Sosúa,Point(-70.57 19.757777777)
Abeid Amani Karume International Airport,HTZA,Tanzania,Unguja,Point(39.22128 -6.21757)
Phoenix Sky Harbor International Airport,KPHX,United States of America,Phoenix,Point(-112.011666666 33.434166666)
Canberra International Airport,YSCB,Australia,Australian Capital Territory,Point(149.195 -35.306944444)
Tainan Airport,RCNN,Taiwan,Rende District,Point(120.205555555 22.950277777)
Ellinikon International Airport,LGAT,Greece,Elliniko,Point(23.729444444 37.898333333)
Kaohsiung International Airport,RCKH,Taiwan,Siaogang District,Point(120.35 22.576944444)
Tehran Imam Khomeini International Airport,OIIE,Iran,Tehran Province,Point(51.152222222 35.416111111)
Abbotsford International Airport,CYXX,Canada,British Columbia,Point(-122.36 49.0253)
Juan Santamaria International Airport,MROC,Costa Rica,Alajuela Canton,Point(-84.208888888 9.993888888)
"Kos International Airport ""Hippocrates""",LGKO,Greece,South Aegean Region,Point(27.091666666 36.793336111)
Domodedovo International Airport,UUDD,Russia,Domodedovsky District,Point(37.906111111 55.408611111)
Almaty International Airport,UAAA,Kazakhstan,Almaty,Point(77.040555555 43.351944444)
Baghdad International Airport,ORBI,Iraq,Baghdad,Point(44.234444444 33.2625)
Alta,ENGM,Norway,Ullensaker,Point(11.10036 60.19392)
Perth Airport,YPPH,Australia,City of Kalamunda,Point(115.966944444 -31.940277777)
St. John's International Airport,CYYT,Canada,Newfoundland and Labrador,Point(-52.7525 47.618611111)
Cochin International Airport,VOCI,India,Nedumbassery,Point(76.40194444 10.15194444)
Huangshan Tunxi International Airport,ZSTX,People's Republic of China,Yiqi,Point(118.252777777 29.73)
Noi Bai International Airport,VVNB,Vietnam,Hanoi,Point(105.807222222 21.221111111)
Memphis International Airport,KMEM,United States of America,Memphis,Point(-89.976666666 35.0425)
San Carlos de Bariloche Airport,SAZS,Argentina,Rio Negro Province,Point(-71.15777778 -41.15111111)
Irkutsk International Airport,UIII,Russia,Irkutsk Oblast,Point(104.355786 52.273107)
Princess Juliana International Airport,TNCM,Sint Maarten,,Point(-63.109444444 18.040833333)
Quebec City Jean Lesage International Airport,CYQB,Canada,Sainte-Foy–Sillery–Cap-Rouge,Point(-71.383333 46.8)
Flamingo International Airport,TNCB,Netherlands,Kralendijk,Point(-68.268611111 12.131111111)
Logan International Airport,KBOS,United States of America,East Boston,Point(-71.006389 42.363056)
Huntsville International Airport,KHSV,United States of America,Huntsville,Point(-86.775 34.637222222)
Tocumen International Airport,MPTO,Panama,Panamá Province,Point(-79.383611111 9.071388888)
Pinto Martins – Fortaleza International Airport,SBFZ,Brazil,Ceará,Point(-38.532222222 -3.775833333)
Tijuana International Airport,MMTJ,Mexico,Tijuana,Point(-116.97 32.540833333)
Bishop International Airport,KFNT,United States of America,Michigan,Point(-83.743611111 42.965555555)
Burgas Airport,LBBG,Bulgaria,Burgas Province,Point(27.515277777 42.570277777)
St. John's International Airport,CYYT,Canada,St. John's,Point(-52.7525 47.618611111)
Governor Francisco Gabrielli International Airport,SAME,Argentina,Mendoza Province,Point(-68.79277778 -32.83166667)
Katowice International Airport,EPKT,Poland,Pyrzowice,Point(19.08 50.474166666)
Bristol Airport,EGGD,United Kingdom,North Somerset,Point(-2.719167 51.382778)
Kunming Wujiaba International Airport,ZPPP,People's Republic of China,Kunming,Point(102.743333333 24.992222222)
Tulsa International Airport,KTUL,United States of America,Tulsa,Point(-95.888055555 36.198333333)
Nador International Airport,GMMW,Morocco,Oriental,Point(-3.028205555 34.988780555)
Viracopos International Airport,SBKP,Brazil,São Paulo,Point(-47.134444444 -23.006944444)
Nice Côte d'Azur Airport,LFMN,France,Nice,Point(7.215 43.665277777)
Tampa International Airport,KTPA,United States of America,Hillsborough County,Point(-82.534845 27.9798184)
Indira Gandhi International Airport,VIDP,India,New Delhi district,Point(77.0833 28.5574)
Milas-Bodrum Airport,LTFE,Turkey,Bodrum,Point(27.664166666 37.250555555)
Da Nang International Airport,VVDN,Vietnam,South Central Coast,Point(108.199444444 16.043888888)
Traian Vuia International Airport,LRTR,Romania,Timișoara,Point(21.338055555 45.81)
Prince Mohammad Bin Abdulaziz International Airport,OEMA,Saudi Arabia,Medina Province,Point(39.71425 24.55175)
Bilbao Airport,LEBB,Spain,Sondika,Point(-2.910556 43.301111)
Arturo Merino Benitez International Airport,SCEL,Chile,Pudahuel,Point(-70.785555555 -33.392777777)
Ranon Airport,LEAS,Spain,Santiago del Monte,Point(-6.034722222 43.563611111)
Menorca Airport,LEMH,Spain,Sant Lluis,Point(4.218611 39.8625)
Queenstown Airport,NZQN,New Zealand,Otago,Point(168.739166666 -45.021111111)
Viracopos International Airport,SBKP,Brazil,Campinas,Point(-47.134444444 -23.006944444)
Queretaro International Airport,MMQT,Mexico,Colon Municipality,Point(-100.188333333 20.622222222)
Irkutsk International Airport,UIII,Russia,Irkutsk Oblast,Point(104.353371 52.272887)
Entebbe International Airport,HUEN,Uganda,Central Region,Point(32.443055555 0.044722222)
Qingdao Liuting International Airport,ZSQD,People's Republic of China,Chengyang District,Point(120.374444444 36.266111111)
Luxembourg Airport,ELLX,Luxembourg,Sandweiler,Point(6.204444444 49.623333333)
Venice Marco Polo Airport,LIPZ,Italy,"Tessera, Venice",Point(12.351944444 45.505277777)
Changsha Huanghua International Airport,ZGHA,People's Republic of China,Hunan,Point(113.220833333 28.196666666)
Juwata International Airport,WAQQ,Indonesia,North Kalimantan,Point(117.565555555 3.326666666)
Shannon Airport,EINN,Republic of Ireland,Shannon,Point(-8.924722222 52.701944444)
Innsbruck Airport,LOWI,Austria,Innsbruck,Point(11.343888888 47.260277777)
"Rhodes International Airport ""Diagoras""",LGRP,Greece,Rodos Municipality,Point(28.086112 36.405278)
Simon Bolivar International Airport,SVMI,Venezuela,Urimare,Point(-66.990583333 10.603116666)
Juwata International Airport,WAQQ,Indonesia,Tarakan,Point(117.565555555 3.326666666)
Mactan–Cebu International Airport,RPVM,Philippines,Lapu-Lapu,Point(123.983333333 10.316666666)
Buyant-Ukhaa International Airport,ZMUB,Mongolia,Ulaanbaatar,Point(106.766389 47.843056)
Dallas/Fort Worth International Airport,KDFW,United States of America,Texas,Point(-97.038055555 32.896944444)
Xi'an Xianyang International Airport,ZLXY,People's Republic of China,Dizhang Subdistrict,Point(108.751388888 34.446944444)
Billund Airport,EKBI,Denmark,Billund Municipality,Point(9.151944444 55.740277777)
Hamad International Airport,OTHH,Qatar,Doha,Point(51.608055555 25.273055555)
Orlando International Airport,KMCO,United States of America,Orlando,Point(-81.308889 28.429444)
Menorca Airport,LEMH,Spain,Mahon,Point(4.218611 39.8625)
Málaga Airport,LEMG,Spain,Churriana,Point(-4.499167 36.675)
Edinburgh Airport,EGPH,United Kingdom,City of Edinburgh,Point(-3.3725 55.95)
Beauvais-Tille Airport,LFOB,France,Tille,Point(2.112778 49.454444)
Zaporizhzhia International Airport,UKDE,Ukraine,Zaporizhzhia,Point(35.315833333 47.866944444)
Queen Beatrix International Airport,TNCA,Aruba,,Point(-70.015277777 12.501388888)
Ibiza Airport,LEIB,Spain,Ibiza,Point(1.373117 38.872858)
Pinto Martins – Fortaleza International Airport,SBFZ,Brazil,Fortaleza,Point(-38.532222222 -3.775833333)
Iași International Airport,LRIA,Romania,Iași,Point(27.62 47.178888888)
Windhoek Hosea Kutako International Airport,FYWH,Namibia,Khomas Region,Point(17.470833 -22.48)
Bilbao Airport,LEBB,Spain,Loiu,Point(-2.910556 43.301111)
Aswan International Airport,HESN,Egypt,Aswan Governorate,Point(32.819722 23.964167)
Philadelphia International Airport,KPHL,United States of America,Philadelphia,Point(-75.241111 39.871944)
Newark Liberty International Airport,KEWR,United States of America,Newark,Point(-74.1686 40.6925)
Phu Quoc International Airport,VVPQ,Vietnam,Phú Quốc,Point(103.991111111 10.171666666)
Xoxocotlán International Airport,MMOX,Mexico,Oaxaca de Juárez,Point(-96.726666666 17.0)
São Paulo-Guarulhos International Airport,SBGR,Brazil,Guarulhos,Point(-46.473055555 -23.435555555)
Udon Thani International Airport,VTUD,Thailand,Mak Khaeng,Point(102.788333 17.386388)
Gerald R. Ford International Airport,KGRR,United States of America,Michigan,Point(-85.522777777 42.880833333)
Berlin Brandenburg Airport,EDDB,Germany,Schönefeld,Point(13.500671666 52.362246666)
Bilbao Airport,LEBB,Spain,Derio,Point(-2.910556 43.301111)
Monterrey International Airport,MMMY,Mexico,Apodaca,Point(-100.106388888 25.778333333)
Chhatrapati Shivaji Maharaj International Airport,VABB,India,Mumbai,Point(72.868055555 19.088611111)
Ottawa Macdonald-Cartier International Airport,CYOW,Canada,Ontario,Point(-75.6672 45.3225)
Sardar Vallabhbhai Patel International Airport,VAAH,India,Ahmedabad,Point(72.634722222 23.077222222)
Dushanbe International Airport,UTDD,Tajikistan,Dushanbe,Point(68.821666666 38.543611111)
Beirut–Rafic Hariri International Airport,OLBA,Lebanon,Beirut,Point(35.488333333 33.821111111)
Bradley International Airport,KBDL,United States of America,Connecticut,Point(-72.683333333 41.939166666)
Cairns Airport,YBCS,Australia,Queensland,Point(145.755277777 -16.885833333)
Toussaint Louverture International Airport,MTPP,Haiti,Ouest,Point(-72.2925 18.58)
John Wayne Airport,KSNA,United States of America,Santa Ana,Point(-117.868333333 33.675555555)
Shymkent International Airport,UAII,Kazakhstan,Turkistan Region,Point(69.476111111 42.365)
Boryspil International Airport,UKBB,Ukraine,Boryspil,Point(30.893333333 50.344722222)
Montreal–Mirabel International Airport,CYMX,Canada,Quebec,Point(-74.038611111 45.679722222)
La Tontouta International Airport,NWWW,France,Païta,Point(166.216111111 -22.016388888)
Tancredo Neves International Airport,SBCF,Brazil,Confins,Point(-43.971388888 -19.623888888)
Vancouver International Airport,CYVR,Canada,Richmond,Point(-123.184 49.1947)
Montreal–Mirabel International Airport,CYMX,Canada,Mirabel,Point(-74.038611111 45.679722222)
Sofia Airport,LBSF,Bulgaria,Sofia Capital Municipality,Point(23.408333333 42.695)
Nizhny Novgorod International Airport,UWGG,Russia,Nizhny Novgorod,Point(43.786666666 56.23)
Penang International Airport,WMKP,Malaysia,Bayan Lepas,Point(100.276666666 5.296944444)
Cesar Manrique Lanzarote Airport,GCRR,Spain,Lanzarote,Point(-13.605278 28.945556)
Simferopol International Airport,UKFF,Ukraine,Republic of Crimea,Point(33.975277777 45.052222222)
Recife/Guararapes–Gilberto Freyre International Airport,SBRF,Brazil,Boa Viagem,Point(-34.922777777 -8.126388888)
Martin Miguel de Guemes International Airport,SASA,Argentina,Salta Province,Point(-65.48694444 -24.85972222)
Miguel Hidalgo y Costilla Guadalajara International Airport,MMGL,Mexico,Tlajomulco de Zúñiga Municipality,Point(-103.311145 20.521837)
John Paul II International Airport Krakow-Balice,EPKK,Poland,Balice,Point(19.784722222 50.077777777)
Martin Miguel de Guemes International Airport,SASA,Argentina,Salta,Point(-65.48694444 -24.85972222)
L.F. Wade International Airport,TXKF,United Kingdom,Bermuda,Point(-64.678611111 32.364166666)
Beijing Daxing International Airport,ZBAD,People's Republic of China,Jiuzhou,Point(116.410556 39.511944)
Eindhoven Airport,EHEH,Netherlands,Eindhoven,Point(5.374167 51.450556)
Reno–Tahoe International Airport,KRNO,United States of America,Nevada,Point(-119.768055555 39.499166666)
Krasnoyarsk International Airport,UNKL,Russia,Krasnoyarsk Krai,Point(92.493333333 56.171666666)
Kuwait International Airport,OKBK,Kuwait,Al Farwaniyah Governorate,Point(47.979972222 29.226777777)
General Juan N. Álvarez International Airport,MMAA,Mexico,Acapulco,Point(-99.751611111 16.756027777)
Atlantic City International Airport,KACY,United States of America,Pomona,Point(-74.5772 39.4575)
Francisco de Sá Carneiro Airport,LPPR,Portugal,Metropolitan Area of Porto,Point(-8.678055555 41.235555555)
Federico Garcia Lorca Granada Airport,LEGR,Spain,Chauchina,Point(-3.777222222 37.188611111)
Blaise Diagne International Airport,GOBD,Senegal,Ndiass,Point(-17.068888888 14.670833333)
Tashkent International Airport,UTTT,Uzbekistan,Tashkent Region,Point(69.281186111 41.257861111)
Manzhouli Xijiao Airport,ZBMZ,People's Republic of China,Inner Mongolia,Point(117.33 49.566666666)
Owen Roberts International Airport,MWCR,United Kingdom,Cayman Islands,Point(-81.359166666 19.2925)
Billings Logan International Airport,KBIL,United States of America,Billings,Point(-108.542777777 45.807777777)
Shenyang Taoxian International Airport,ZYTX,People's Republic of China,Hunnan District,Point(123.483611111 41.64)
Buffalo Niagara International Airport,KBUF,United States of America,Cheektowaga,Point(-78.732222222 42.940555555)
Douala International Airport,FKKD,Cameroon,Littoral,Point(9.719444444 4.005833333)
Kuala Lumpur International Airport,WMKK,Malaysia,Kuala Lumpur,Point(101.709722 2.745556)
Kuala Lumpur International Airport,WMKK,Malaysia,Sepang District,Point(101.709722 2.745556)
Owen Roberts International Airport,MWCR,United Kingdom,George Town,Point(-81.359166666 19.2925)
Jacksonville International Airport,KJAX,United States of America,Jacksonville,Point(-81.687777777 30.494166666)
Paphos International Airport,LCPH,Cyprus,Akhelia,Point(32.485 34.718333333)
Palm Beach International Airport,KPBI,United States of America,West Palm Beach,Point(-80.0956 26.6832)
Simferopol International Airport,UKFF,Russia,Autonomous Republic of Crimea,Point(33.975277777 45.052222222)
Mexico City International Airport,MMMX,Mexico,Venustiano Carranza,Point(-99.071944 19.436111)
Southwest Florida International Airport,KRSW,United States of America,Florida,Point(-81.755277777 26.536111111)
Manuel Márquez de Leon International Airport,MMLP,Mexico,Baja California Sur,Point(-110.362542 24.072747)
Punta Cana International Airport,MDPC,Dominican Republic,Punta Cana,Point(-68.351944444 18.566666666)
Abu Dhabi International Airport,OMAA,United Arab Emirates,Abu Dhabi,Point(54.651111111 24.433055555)
Stavanger Airport,ENZV,Norway,Sola,Point(5.637777777 58.876666666)
Mashhad International Airport,OIMM,Iran,Mashhad,Point(59.645 36.234167)
Cibao International Airport,MDST,Dominican Republic,Licey al Medio,Point(-70.604722222 19.406111111)
Matecaña International Airport,SKPE,Colombia,Risaralda Department,Point(-75.739444444 4.8125)
Koltsovo Airport,USSS,Russia,Yekaterinburg,Point(60.803611111 56.741388888)
Kilimanjaro International Airport,HTKJ,Tanzania,Kilimanjaro Region,Point(37.074444444 -3.429444444)
Sultan Hasanuddin International Airport,WAAA,Indonesia,Makassar,Point(119.554166666 -5.061666666)
Melbourne International Airport,KMLB,United States of America,Florida,Point(-80.645277777 28.102777777)
Simferopol International Airport,UKFF,Ukraine,Autonomous Republic of Crimea,Point(33.975277777 45.052222222)
"Heraklion International Airport ""Nikos Kazantzakis""",LGIR,Greece,Heraklion,Point(25.180278 35.339722)
Cairo International Airport,HECA,Egypt,Cairo Governorate,Point(31.405555555 30.121944444)
Austin-Bergstrom International Airport,KAUS,United States of America,Austin,Point(-97.67 30.194444444)
Leopold Sedar Senghor International Airport,GOOY,Senegal,Yoff,Point(-17.479305 14.743833)
Des Moines International Airport,KDSM,United States of America,Iowa,Point(-93.663055555 41.533888888)
Guanacaste Airport,MRLB,Costa Rica,Guanacaste Province,Point(-85.544166666 10.593055555)
Cheongju International Airport,RKTU,South Korea,Cheongwon-gu,Point(127.499166666 36.716388888)
Tan Son Nhat International Airport,VVTS,Vietnam,Tân Bình,Point(106.651944444 10.818888888)
Federico Garcia Lorca Granada Airport,LEGR,Spain,Granada Province,Point(-3.777222222 37.188611111)
Basra International Airport,ORMM,Iraq,Basra Governorate,Point(47.662472222 30.548888888)
Manaus International Airport,SBEG,Brazil,Amazonas,Point(-60.050555555 -3.041111111)
Praia International Airport,GVNP,Cape Verde,Praia,Point(-23.484722222 14.941111111)
Erkilet International Airport,LTAU,Turkey,Kayseri,Point(35.495277777 38.770277777)
Beijing Daxing International Airport,ZBAD,People's Republic of China,Lixian,Point(116.410556 39.511944)
Cape Town International Airport,FACT,South Africa,Cape Town,Point(18.597222222 -33.969444444)
Sam Ratulangi International Airport,WAMM,Indonesia,Manado,Point(124.926388888 1.549166666)
Southwest Florida International Airport,KRSW,United States of America,"South Fort Myers, Florida",Point(-81.755277777 26.536111111)
Hermanos Serdán International Airport,MMPB,Mexico,Puebla,Point(-98.371388888 19.158055555)
Kota Kinabalu International Airport,WBKK,Malaysia,Kepayan,Point(116.053055555 5.944722222)
Dayton International Airport,KDAY,United States of America,Ohio,Point(-84.219444444 39.9025)
Bari Karol Wojtyła Airport,LIBD,Italy,Bari,Point(16.760594444 41.138855555)
General Rafael Buelna International Airport,MMMZ,Mexico,Mazatlán,Point(-106.266072222 23.161355555)
Nnamdi Azikiwe International Airport,DNAA,Nigeria,Abuja,Point(7.263194444 9.006805555)
Savannah/Hilton Head International Airport,KSAV,United States of America,Georgia,Point(-81.202222222 32.1275)
Wilmington International Airport,KILM,United States of America,New Hanover County,Point(-77.9025 34.270555555)
Palma de Mallorca Airport,LEPA,Spain,Palma,Point(2.738808333 39.551675)
Detroit Metropolitan Wayne County Airport,KDTW,United States of America,Romulus,Point(-83.353333 42.2125)
Birmingham-Shuttlesworth International Airport,KBHM,United States of America,Alabama,Point(-86.752222222 33.563888888)
Cap. FAP Guillermo Concha Iberico International Airport,SPUR,Peru,Piura,Point(-80.616388888 -5.20575)
Linz Airport,LOWL,Austria,Hörsching,Point(14.1875 48.233333333)
Basra International Airport,ORMM,Iraq,Basra Governorate,Point(47.770833333 30.568888888)
Toncontin International Airport,MHTG,Honduras,Francisco Morazán Department,Point(-87.216944444 14.061666666)
Umeå Airport,ESNU,Sweden,Umeå Municipality,Point(20.28 63.793055)
Recife/Guararapes–Gilberto Freyre International Airport,SBRF,Brazil,Pernambuco,Point(-34.922777777 -8.126388888)
"Samos International Airport ""Aristarchus""",LGSM,Greece,North Aegean Region,Point(26.912778 37.690278)
Norwich International Airport,EGSH,United Kingdom,Norwich,Point(1.28278 52.6758)
Sunan Shuofang International Airport,ZSWX,People's Republic of China,Wuxi,Point(120.429444444 31.494444444)
Kansas City International Airport,KMCI,United States of America,Kansas City,Point(-94.713888888 39.2975)
Beijing Daxing International Airport,ZBAD,People's Republic of China,Yufa,Point(116.410556 39.511944)
Jorge Chávez International Airport,SPJC,Peru,Callao,Point(-77.114444444 -12.021944444)
Rabat-Sale Airport,GMME,Morocco,Rabat-Sale-Kenitra,Point(-6.75138889 34.05138889)
Ercan International Airport,LCEN,Turkish Republic of Northern Cyprus,Tymvou,Point(33.488372 35.159647)
Ankara Esenboğa Airport,LTAC,Turkey,Ankara,Point(32.995 40.128055555)
Simferopol International Airport,UKFF,Russia,Republic of Crimea,Point(33.975277777 45.052222222)
L.F. Wade International Airport,TXKF,United Kingdom,St. David's Island,Point(-64.678611111 32.364166666)
Gothenburg-Landvetter Airport,ESGG,Sweden,Härryda Municipality,Point(12.291111111 57.66)
Norman Manley International Airport,MKJP,Jamaica,Palisadoes,Point(-76.7875 17.935556)
Fairbanks International Airport,PAFA,United States of America,Fairbanks North Star Borough,Point(-147.856 64.815)
Algiers Houari Boumediene Airport,DAAG,Algeria,Algiers,Point(3.216944444 36.694444444)
Marrakesh Menara Airport,GMMX,Morocco,Marrakesh,Point(-8.040833333 31.608611111)
Sibiu International Airport,LRSB,Romania,Sibiu,Point(24.0949867 45.7890231)
Zhengzhou Xinzheng International Airport,ZHCC,People's Republic of China,Henan,Point(113.840833333 34.519722222)
Tucson International Airport,KTUS,United States of America,Tucson,Point(-110.931 32.1153)
Portland International Jetport,KPWM,United States of America,Maine,Point(-70.309166666 43.646111111)
Paphos International Airport,LCPH,Cyprus,Timi,Point(32.485 34.718333333)
Federal de Bachigualato International Airport,MMCL,Mexico,Sinaloa,Point(-107.474444444 24.764444444)
Berlin-Tempelhof Airport,EDDI,Germany,Tempelhof-Schöneberg,Point(13.401666666 52.473611111)
Louisville International Airport,KSDF,United States of America,Louisville,Point(-85.736388888 38.174166666)
Kurumoch International Airport,UWWW,Russia,Samara,Point(50.155 53.501666666)
Salgado Filho International Airport,SBPA,Brazil,"São João, Porto Alegre",Point(-51.171111111 -29.993888888)
Gimhae International Airport,RKPK,South Korea,Busan,Point(128.938055555 35.180555555)
Bologna Guglielmo Marconi Airport,LIPE,Italy,Bologna,Point(11.288666666 44.535444444)
El Dorado International Airport,SKBO,Colombia,Capital District,Point(-74.146944444 4.701388888)
Victoria International Airport,CYYJ,Canada,British Columbia,Point(-123.426 48.6472)
Hamburg Airport,EDDH,Germany,Hamburg-Nord,Point(9.991111 53.630278)
Cluj International Airport,LRCL,Romania,Cluj County,Point(23.68612 46.785092)
Corpus Christi International Airport,KCRP,United States of America,Texas,Point(-97.501111111 27.770277777)
Trivandrum International Airport,VOTV,India,Thiruvananthapuram,Point(76.92 8.482222222)
Presidente Castro Pinto International Airport,SBJP,Brazil,Paraiba,Point(-34.948611111 -7.145833333)
Camilo Daza International Airport,SKCC,Colombia,Norte de Santander Department,Point(-72.511666666 7.9275)
Nursultan Nazarbayev International Airport,UACC,Kazakhstan,Astana,Point(71.466944444 51.022222222)
Foz do Iguaçu International Airport,SBFI,Brazil,Foz do Iguaçu,Point(-54.485 -25.60028)
Foz do Iguaçu International Airport,SBFI,Brazil,Foz do Iguaçu,Point(-54.485 -25.600277777)
Dusseldorf Airport,EDDL,Germany,Lohausen,Point(6.766666666 51.289444444)
Nanchang Changbei International Airport,ZSCN,People's Republic of China,Lehua,Point(115.9 28.865)
Francisco Bangoy International Airport,RPMD,Philippines,Davao City,Point(125.645778 7.125522)
El Dorado International Airport,SKBO,Colombia,Bogotá,Point(-74.146944444 4.701388888)
Green Bay–Austin Straubel International Airport,KGRB,United States of America,Brown County,Point(-88.129722222 44.484722222)
Sochi International Airport,URSS,Russia,Krasnodar Krai,Point(39.956666666 43.45)
General Lucio Blanco International Airport,MMRX,Mexico,Tamaulipas State,Point(-98.228611111 26.008888888)
General Santos International Airport,RPMR,Philippines,Soccsksargen,Point(125.235 6.10644)
Surgut International Airport,USRR,Russia,Surgut,Point(73.402222222 61.343888888)
General Santos International Airport,RPMR,Philippines,Soccsksargen,Point(125.096033333 6.058002777)
General Santos International Airport,RPMR,Philippines,Soccsksargen,Point(125.096197 6.058125)
Saipan International Airport,PGSN,United States of America,Saipan,Point(145.729444444 15.118888888)
Malta International Airport,LMML,Malta,Luqa,Point(14.4775 35.8575)
Suvarnabhumi Airport,VTBS,Thailand,Bang Phli,Point(100.747222 13.681111)
Chania International Airport,LGSA,Greece,Chania,Point(24.149677777 35.531747222)
Zainuddin Abdul Madjid International Airport,WADL,Indonesia,East Lombok,Point(116.276675 -8.757322222)
Comandante Armando Tola International Airport,SAWC,Argentina,Santa Cruz Province,Point(-72.05305556 -50.28)
Tokyo International Airport,RJTT,Japan,Haneda Airport,Point(139.781111111 35.553333333)
San Diego International Airport,KSAN,United States of America,San Diego,Point(-117.189722222 32.733611111)
Kharkiv International Airport,UKHH,Ukraine,Kharkiv,Point(36.29 49.924722)
Bacolod-Silay International Airport,RPVB,Philippines,Negros Occidental,Point(123.01528 10.77639)
Bacolod-Silay International Airport,RPVB,Philippines,Western Visayas,Point(123.01528 10.77639)
Pointe-à-Pitre International Airport,TFFR,France,Les Abymes,Point(-61.525833333 16.264166666)
Daegu International Airport,RKTN,South Korea,Dong-gu,Point(128.658888888 35.894166666)
Nagoya Airfield,RJNA,Japan,Komaki,Point(136.924444444 35.255)
Kuching International Airport,WBGG,Malaysia,Kuching,Point(110.346666666 1.484444444)
Alfonso Bonilla Aragon International Airport,SKCL,Colombia,Valle del Cauca Department,Point(-76.381388888 3.543055555)
Don Mueang International Airport,VTBD,Thailand,Sanam Bin,Point(100.606666666 13.9125)
Regina International Airport,CYQR,Canada,Saskatchewan,Point(-104.666 50.4322)
Chengdu Shuangliu International Airport,ZUUU,People's Republic of China,Shuangliu District,Point(103.948333 30.58)
Alfonso Bonilla Aragon International Airport,SKCL,Colombia,Palmira,Point(-76.381388888 3.543055555)
Tangier Ibn Battouta Airport,GMTT,Morocco,Tanger-Tetouan-Al Hoceïma,Point(-5.916888888 35.726916666)
Orlando Sanford International Airport,KSFB,United States of America,Florida,Point(-81.2375 28.777777777)
Quad Cities International Airport,KMLI,United States of America,Illinois,Point(-90.5075 41.448611111)
Adana Şakirpaşa Airport,LTAF,Turkey,Adana,Point(35.280278 36.981944)
Incheon International Airport,RKSI,South Korea,Incheon,Point(126.439166666 37.4625)
Hamburg Airport,EDDH,Germany,Norderstedt,Point(9.991111 53.630278)
Ministro Victor Konder International Airport,SBNF,Brazil,Santa Catarina,Point(-48.651388888 -26.88)
Nagoya Airfield,RJNA,Japan,Chūbu region,Point(136.924444444 35.255)
Mariscal Sucre International Airport,SEQM,Ecuador,Quito Metro,Point(-78.36555556 -0.13555556)
Kotoka International Airport,DGAA,Ghana,Greater Accra Region,Point(-0.167388888 5.604666666)
Falcone–Borsellino Airport,LICJ,Italy,Cinisi,Point(13.099444444 38.181944444)
Jose Marti International Airport,MUHA,Cuba,Boyeros,Point(-82.408888888 22.988888888)
Hangzhou Xiaoshan International Airport,ZSHC,People's Republic of China,Xiaoshan District,Point(120.434444444 30.229444444)
Juanda International Airport,WARR,Indonesia,Sidoarjo,Point(112.7855 -7.38)
Manuel Crescencio Rejon International Airport,MMMD,Mexico,Yucatán,Point(-89.657777777 20.936944444)
Allama Iqbal International Airport,OPLA,Pakistan,Lahore,Point(74.4025 31.521388888)
