itemLabel,ICAO_airport_code,countryLabel,located_in_the_administrative_territorial_entityLabel,coordinate_location
Toluca International Airport,MMTO,Mexico,Toluca,Point(-99.565833333 19.336944444)
Chacalluta International Airport,SCAR,Chile,Arica Province,Point(-70.338611 -18.348611)
Salgado Filho International Airport,SBPA,Brazil,Rio Grande do Sul,Point(-51.171111111 -29.993888888)
Jinnah International Airport,OPKC,Pakistan,Karachi,Point(67.160833333 24.906666666)
Keflavik Airport,BIKF,Iceland,Keflavik,Point(-22.605555555 63.985)
Borg El Arab Airport,HEBA,Egypt,Alexandria,Point(29.696389 30.917778)
Palm Springs International Airport,KPSP,United States of America,Palm Springs,Point(-116.506666666 33.829722222)
Rodriguez Ballon International Airport,SPQU,Peru,Arequipa,Point(-71.583083333 -16.341072222)
Moi International Airport,HKMO,Kenya,Coast Province,Point(39.594167 -4.034722)
Thunder Bay International Airport,CYQT,Canada,Ontario,Point(-89.321666666 48.371944444)
Lambert–St. Louis International Airport,KSTL,United States of America,St. Louis County,Point(-90.361388888 38.747222222)
San Francisco International Airport,KSFO,United States of America,San Mateo County,Point(-122.375 37.618888888)
Amilcar Cabral International Airport,GVAC,Cape Verde,Sal,Point(-22.950016666 16.737588888)
Adisucipto Airport,WAHH,Indonesia,Special Region of Yogyakarta,Point(110.431666666 -7.788055555)
Abraham González Airport,MMCS,Mexico,Chihuahua,Point(-106.428666666 31.636133333)
Marsa Alam International Airport,HEMA,Egypt,Red Sea Governorate,Point(34.583611 25.556944)
Lome-Tokoin Airport,DXXX,Togo,Lome,Point(1.254166666 6.165833333)
Los Cabos International Airport,MMSD,Mexico,San Jose del Cabo,Point(-109.720833333 23.151666666)
Shahid Sadooghi Airport,OIYY,Iran,Fajr Rural District,Point(54.276388888 31.905)
Foz do Iguaçu International Airport,SBFI,Brazil,Paraná,Point(-54.485 -25.60028)
Foz do Iguaçu International Airport,SBFI,Brazil,Paraná,Point(-54.485 -25.600277777)
Phnom Penh International Airport,VDPP,Cambodia,Phnom Penh,Point(104.843888888 11.546388888)
Lome-Tokoin Airport,DXXX,Togo,Maritime,Point(1.254166666 6.165833333)
Bacolod-Silay International Airport,RPVB,Philippines,Silay,Point(123.01528 10.77639)
King Abdulaziz International Airport,OEJN,Saudi Arabia,Mecca Province,Point(39.173027777 21.661694444)
Berlin-Tempelhof Airport,EDDI,Germany,Neukölln,Point(13.401666666 52.473611111)
Lyon-Saint Exupery Airport,LFLL,France,Colombier-Saugnieu,Point(5.081111111 45.725555555)
Batumi International Airport,UGSB,Georgia,Batumi,Point(41.599444444 41.610277777)
Kish International Airport,OIBK,Iran,Kish,Point(53.980211111 26.526155555)
King Abdulaziz International Airport,OEJN,Saudi Arabia,Jeddah,Point(39.173027777 21.661694444)
Licenciado Gustavo Diaz Ordaz International Airport,MMPR,Mexico,Puerto Vallarta,Point(-105.254166666 20.68)
Leeds Bradford Airport,EGNM,United Kingdom,Yeadon,Point(-1.660555555 53.865833333)
Cincinnati/Northern Kentucky International Airport,KCVG,United States of America,Hebron,Point(-84.667777777 39.048888888)
Yaounde Nsimalen International Airport,FKYS,Cameroon,Centre,Point(11.553333 3.7225)
Kalibo International Airport,RPVK,Philippines,Western Visayas,Point(122.37765 11.681337)
Chennai International Airport,VOMM,India,Tirusulam,Point(80.163611111 12.982222222)
Baltimore/Washington International Thurgood Marshall Airport,KBWI,United States of America,Anne Arundel County,Point(-76.6675418 39.1782209)
Catania-Fontanarossa Airport,LICC,Italy,Catania,Point(15.063888888 37.466666666)
Washington Dulles International Airport,KIAD,United States of America,Fairfax County,Point(-77.455833 38.944444)
Hannover Airport,EDDV,Germany,Langenhagen,Point(9.685 52.460833333)
George Bush Intercontinental Airport,KIAH,United States of America,Houston,Point(-95.341388888 29.984444444)
Cancún International Airport,MMUN,Mexico,Cancun,Point(-86.876944 21.036667)
Augusto C. Sandino International Airport,MNMG,Nicaragua,Managua,Point(-86.168055555 12.141388888)
OR Tambo International Airport,FAOR,South Africa,Kempton Park,Point(28.246111 -26.139167)
Budapest Ferenc Liszt International Airport,LHBP,Hungary,Budapest,Point(19.261944444 47.439444444)
Daniel K. Inouye International Airport,PHNL,United States of America,Honolulu,Point(-157.9225 21.318611)
Munich Airport,EDDM,Germany,Hallbergmoos,Point(11.786111111 48.353888888)
Campo Grande International Airport,SBCG,Brazil,Mato Grosso do Sul,Point(-54.670277777 -20.469444444)
Syracuse Hancock International Airport,KSYR,United States of America,New York,Point(-76.106388888 43.111111111)
Maputo International Airport,FQMA,Mozambique,Maputo,Point(32.5725 -25.920833333)
Sheremetyevo International Airport,UUEE,Russia,Moscow Oblast,Point(37.414722222 55.972777777)
Sarajevo International Airport,LQSA,Bosnia and Herzegovina,Ilidža Municipality,Point(18.331388888 43.824722222)
Malabo International Airport,FGSL,Equatorial Guinea,Bioko Norte,Point(8.708611111 3.755)
Ministro Pistarini International Airport,SAEZ,Argentina,Aeropuerto Internacional Ezeiza,Point(-58.53583333 -34.82222222)
"Thessaloniki Airport ""Makedonia""",LGTS,Greece,Mikra Municipal Unit,Point(22.970917 40.519722)
Ingeniero Aeronáutico Ambrosio L.V. Taravella International Airport,SACO,Argentina,Cordoba Province,Point(-64.20833333 -31.31)
La Aurora International Airport,MGGT,Guatemala,Guatemala Department,Point(-90.5275 14.583333333)
Munich Airport,EDDM,Germany,Marzling,Point(11.786111111 48.353888888)
Bremen Airport,EDDW,Germany,Stuhr,Point(8.786666666 53.047333333)
Corfu International Airport,LGKR,Greece,Corfu Prefecture,Point(19.912222 39.601945)
Gdańsk Lech Wałęsa Airport,EPGD,Poland,Gdańsk,Point(18.466111111 54.3775)
Salzburg Airport,LOWS,Austria,Salzburg,Point(13.003333333 47.794444444)
Presidente Carlos Ibáñez del Campo International Airport,SCCI,Chile,Magallanes Province,Point(-70.854444444 -53.0025)
Rajiv Gandhi International Airport,VOHS,India,Shamshabad mandal,Point(78.428055555 17.24)
Deputado Luis Eduardo Magalhães International Airport,SBSV,Brazil,Salvador,Point(-38.3225 -12.90861)
Harry Reid International Airport,KLAS,United States of America,Paradise,Point(-115.150555555 36.085277777)
Nanjing Lukou International Airport,ZSNJ,People's Republic of China,Lukou Subdistrict,Point(118.861944444 31.742222222)
Gimpo International Airport,RKSS,South Korea,Gangseo District,Point(126.7975 37.556944444)
Dubai International Airport,OMDB,United Arab Emirates,Al Garhoud,Point(55.364444444 25.252777777)
urumqi Diwopu International Airport,ZWWW,People's Republic of China,Xinjiang,Point(87.474166666 43.907222222)
Tenerife South Airport,GCTS,Spain,Granadilla de Abona,Point(-16.5725 28.044444444)
Linate Airport,LIML,Italy,Segrate,Point(9.28 45.4609)
Linate Airport,LIML,Italy,Peschiera Borromeo,Point(9.28 45.4609)
Kansai International Airport,RJBB,Japan,Sennan,Point(135.230277777 34.430555555)
Helsinki Airport,EFHK,Finland,Vantaa,Point(24.963333333 60.317222222)
La Aurora International Airport,MGGT,Guatemala,Guatemala City,Point(-90.5275 14.583333333)
Kansai International Airport,RJBB,Japan,Izumisano,Point(135.230277777 34.430555555)
Hurghada International Airport,HEGN,Egypt,Red Sea Governorate,Point(33.799167 27.178056)
Murtala Muhammed International Airport,DNMM,Nigeria,Lagos,Point(3.321111111 6.577222222)
Stockholm Arlanda Airport,ESSA,Sweden,Sigtuna Municipality,Point(17.918611111 59.651944444)
Shenzhen Bao'an International Airport,ZGSZ,People's Republic of China,Bao'an District,Point(113.810833333 22.639444444)
Munich Airport,EDDM,Germany,Oberding,Point(11.786111111 48.353888888)
Netaji Subhas Chandra Bose International Airport,VECC,India,Dum Dum,Point(88.446666666 22.653888888)
Sharm el-Sheikh International Airport,HESH,Egypt,Sharm el-Sheikh,Point(34.394722 27.977222)
Chișinău International Airport,LUKK,Moldova,Chișinău,Point(28.930833333 46.927777777)
Antalya Airport,LTAI,Turkey,Antalya,Point(30.792777777 36.900277777)
Christchurch International Airport,NZCH,New Zealand,Christchurch City,Point(172.532222222 -43.489444444)
EuroAirport Basel-Mulhouse-Freiburg,LFSB,France,Saint-Louis,Point(7.529166666 47.59)
EuroAirport Basel-Mulhouse-Freiburg,LSZM,France,Saint-Louis,Point(7.529166666 47.59)
Taichung Airport,RCMQ,Taiwan,Taichung,Point(120.620833 24.265)
Jomo Kenyatta International Airport,HKJK,Kenya,Nairobi,Point(36.9275 -1.319167)
Belgorod International Airport,UUOB,Russia,Belgorod,Point(36.59 50.643333333)
Graz Airport,LOWG,Austria,Feldkirchen bei Graz,Point(15.439166666 46.993055555)
Denver International Airport,KDEN,United States of America,Denver,Point(-104.673055555 39.861666666)
Aurel Vlaicu International Airport,LRBS,Romania,Bucharest,Point(26.103611111 44.503611111)
Tribhuvan International Airport,VNKT,Nepal,Kathmandu,Point(85.357777777 27.697222222)
İzmir Adnan Menderes Airport,LTBJ,Turkey,Gaziemir,Point(27.155 38.289166666)
Florianopolis International Airport,SBFL,Brazil,Santa Catarina,Point(-48.5525 -27.670277777)
Copenhagen Airport,EKCH,Denmark,Tårnby Municipality,Point(12.656111111 55.618055555)
Florianopolis International Airport,SBFL,Brazil,Florianopolis,Point(-48.5525 -27.670277777)
Vilnius Airport,EYVI,Lithuania,Vilnius,Point(25.287777777 54.636944444)
Pristina International Airport Adem Jashari,BKPR,Kosovo,Pristina,Point(21.035833333 42.572777777)
Washington Dulles International Airport,KIAD,United States of America,Loudoun County,Point(-77.455833 38.944444)
Bozeman Yellowstone International Airport,KBZN,United States of America,Gallatin County,Point(-111.151944444 45.7775)
Murtala Muhammed International Airport,DNMM,Nigeria,Ikeja,Point(3.321111111 6.577222222)
Chongqing Jiangbei International Airport,ZUCK,People's Republic of China,Lianglu Subdistrict,Point(106.641666666 29.719166666)
İzmir Adnan Menderes Airport,LTBJ,Turkey,Menderes,Point(27.155 38.289166666)
Osmani International Airport,VGSY,Bangladesh,Sylhet Division,Point(91.866944444 24.963333333)
Toulouse–Blagnac Airport,LFBO,France,Blagnac,Point(1.367778 43.635)
Shanghai Hongqiao International Airport,ZSSS,People's Republic of China,Changning District,Point(121.336389 31.198056)
Warsaw Chopin Airport,EPWA,Poland,"Okęcie, Warsaw",Point(20.967222222 52.165833333)
Jeju International Airport,RKPC,South Korea,Jeju Province,Point(126.492777777 33.512222222)
Erbil International Airport,ORER,Iraq,Iraqi Kurdistan,Point(43.963056 36.2375)
Kansai International Airport,RJBB,Japan,Tajiri,Point(135.230277777 34.430555555)
Erbil International Airport,ORER,Iraq,Erbil Governorate,Point(43.963056 36.2375)
Tenerife North Airport,GCXO,Spain,San Cristobal de La Laguna,Point(-16.345913888 28.488047222)
Adolfo Suarez Madrid-Barajas Airport,LEMD,Spain,Barajas,Point(-3.560833333 40.472222222)
Dresden Airport,EDDC,Germany,Klotzsche,Point(13.768 51.134344444)
Hartsfield–Jackson Atlanta International Airport,KATL,United States of America,Georgia,Point(-84.428055555 33.636666666)
Hat Yai International Airport,VTSS,Thailand,Khlong La,Point(100.392777777 6.933055555)
Bremen Airport,EDDW,Germany,Neustadt,Point(8.786666666 53.047333333)
Darwin International Airport,YPDN,Australia,Eaton,Point(130.876666666 -12.414722222)
Damascus International Airport,OSDI,Syria,Damascus,Point(36.515558333 33.411522222)
Ciampino–G.B. Pastine International Airport,LIRA,Italy,Ciampino,Point(12.597222222 41.799444444)
Sangster International Airport,MKJS,Jamaica,Montego Bay,Point(-77.913333 18.503611)
Milan–Malpensa Airport,LIMC,Italy,Somma Lombardo,Point(8.723055555 45.63)
Geneva International Airport,LSGG,Switzerland,Meyrin,Point(6.10921 46.23756)
Oulu Airport,EFOU,Finland,Oulu,Point(25.355555555 64.929166666)
Munich Airport,EDDM,Germany,Freising,Point(11.786111111 48.353888888)
Piedmont Triad International Airport,KGSO,United States of America,North Carolina,Point(-79.937222222 36.097777777)
Francisco Sarabia International Airport,MMTC,Mexico,Coahuila,Point(-103.410555555 25.568055555)
LA/Ontario International Airport,KONT,United States of America,California,Point(-117.601111111 34.056111111)
Lisbon Airport,LPPT,Portugal,Santa Maria dos Olivais,Point(-9.134167 38.774167)
Henri Coandă International Airport,LROP,Romania,Otopeni,Point(26.085 44.571111111)
Dalian Zhoushuizi International Airport,ZYTL,People's Republic of China,Dalian,Point(121.538333333 38.965555555)
General Rodolfo Sánchez Taboada International Airport,MMML,Mexico,Baja California,Point(-115.241388888 32.630555555)
Lic. Jesús Terán Peredo International Airport,MMAS,Mexico,Aguascalientes,Point(-102.3145774 21.7011198)
Greater Natal International Airport,SBSG,Brazil,São Gonçalo do Amarante,Point(-35.36639 -5.76889)
Amsterdam Airport Schiphol,EHAM,Netherlands,Haarlemmermeer,Point(4.764169444 52.3081)
Gulfport-Biloxi International Airport,KGPT,United States of America,Mississippi,Point(-89.07 30.407222222)
Hefei Luogang International Airport,ZSOF,People's Republic of China,Baohe District,Point(117.298333333 31.78)
Cap. FAP Jose A. Quiñones Gonzáles International Airport,SPHI,Peru,Chiclayo,Point(-79.828055555 -6.787222222)
Lokpriya Gopinath Bordoloi International Airport,VEGT,India,Guwahati,Point(91.585833333 26.106111111)
Marechal Cunha Machado International Airport,SBSL,Brazil,Maranhão,Point(-44.236111111 -2.586944444)
Rogue Valley International-Medford Airport,KMFR,United States of America,Jackson County,Point(-122.873611111 42.374166666)
Sohag International Airport,HEMK,Egypt,Sohag Governorate,Point(31.739330555 26.339919444)
Ixtapa-Zihuatanejo International Airport,MMZH,Mexico,Zihuatanejo,Point(-101.460277777 17.601388888)
V. C. Bird International Airport,TAPA,Antigua and Barbuda,Saint John's,Point(-61.793055555 17.136666666)
Pulkovo Airport,ULLI,Russia,Saint Petersburg,Point(30.2625 59.800277777)
Lanzhou Zhongchuan International Airport,ZLLL,People's Republic of China,Lanzhou,Point(103.619444444 36.5075)
Platov International Airport,URRP,Russia,Aksaysky District,Point(39.92397222 47.47155556)
Presidente Peron International Airport,SAZN,Argentina,Neuquen Province,Point(-68.15583333 -38.94888889)
Ellison Onizuka Kona International Airport,PHKO,United States of America,Kalaoa,Point(-156.045555555 19.738888888)
Greater Moncton International Airport,CYQM,Canada,New Brunswick,Point(-64.6786 46.1122)
Fort Wayne International Airport,KFWA,United States of America,Indiana,Point(-85.195277777 40.978333333)
Richmond International Airport,KRIC,United States of America,Virginia,Point(-77.3194 37.505)
Presidente Peron International Airport,SAZN,Argentina,Neuquen Province,Point(-68.14057 -38.95137)
Gatwick Airport,EGKK,United Kingdom,Crawley,Point(-0.190277777 51.147222222)
Juneau International Airport,PAJN,United States of America,Juneau,Point(-134.576388888 58.355)
Guangzhou Baiyun International Airport,ZGGG,People's Republic of China,Guangzhou,Point(113.298786111 23.392436111)
Shahjalal International Airport,VGHS,Bangladesh,Dhaka,Point(90.4005 23.845)
Aristides Pereira International Airport,GVBA,Cape Verde,Boa Vista,Point(-22.888611111 16.137222222)
Rick Husband Amarillo International Airport,KAMA,United States of America,Texas,Point(-101.705833333 35.219444444)
Ningbo Lishe International Airport,ZSNB,People's Republic of China,Haishu District,Point(121.461944444 29.826666666)
Lanseria International Airport,FALA,South Africa,Gauteng,Point(27.926111 -25.938611)
Hohhot Baita International Airport,ZBHH,People's Republic of China,Inner Mongolia,Point(111.824102777 40.851422222)
Raleigh–Durham International Airport,KRDU,United States of America,Cedar Fork Township,Point(-78.7875 35.877777777)
Hong Kong International Airport,VHHH,People's Republic of China,Hong Kong,Point(113.914444 22.308889)
Shijiazhuang Zhengding International Airport,ZBSJ,People's Republic of China,Hebei,Point(114.696666666 38.280833333)
Voronezh International Airport,UUOO,Russia,Voronezh,Point(39.23 51.815)
Brussels South Charleroi Airport,EBCI,Belgium,Charleroi,Point(4.45382 50.4592)
Augusto Severo International Airport,SBNT,Brazil,Parnamirim,Point(-35.249166666 -5.908333333)
Kalamazoo/Battle Creek International Airport,KAZO,United States of America,Michigan,Point(-85.551944444 42.235)
Daytona Beach International Airport,KDAB,United States of America,Florida,Point(-81.060555555 29.184722222)
Norfolk International Airport,KORF,United States of America,Virginia,Point(-76.2011 36.8947)
Calgary International Airport,CYYC,Canada,Calgary,Point(-114.020278 51.113889)
Puerto Escondido International Airport,MMPS,Mexico,Oaxaca State,Point(-97.088888888 15.876666666)
Greenville-Spartanburg International Airport,KGSP,United States of America,South Carolina,Point(-82.218888888 34.895555555)
Midland International Airport,KMAF,United States of America,Texas,Point(-102.201944444 31.9425)
Singapore Changi Airport,WSSS,Singapore,Changi,Point(103.989444 1.359167)
FAP Captain David Abensur Rengifo International Airport,SPCL,Peru,Pucallpa,Point(-74.574166666 -8.377777777)
Bellingham International Airport,KBLI,United States of America,Washington,Point(-122.537 48.7925)
General Enrique Mosconi International Airport,SAVC,Argentina,Chubut Province,Point(-67.46555556 -45.78527778)
Husein Sastranegara International Airport,WICC,Indonesia,Bandung,Point(107.576388888 -6.900555555)
Albuquerque International Sunport,KABQ,United States of America,New Mexico,Point(-106.609167 35.040278)
London Luton Airport,EGGW,United Kingdom,Luton,Point(-0.368333 51.874722)
Josep Tarradellas Airport Barcelona-El Prat,LEBL,Spain,El Prat de Llobregat,Point(2.078333 41.296944)
Valencia Airport,LEVC,Spain,Manises,Point(-0.481666666 39.489444444)
Rovaniemi Airport,EFRO,Finland,Rovaniemi,Point(25.830833333 66.561666666)
Macapá International Airport,SBMQ,Brazil,Amapá,Point(-51.07028 0.05083)
Kualanamu International Airport,WIMM,Indonesia,Deli Serdang,Point(98.877969444 3.641744444)
Ninoy Aquino International Airport,RPLL,Philippines,Parañaque,Point(121.019444 14.508611)
Martinique Aime Cesaire International Airport,TFFF,France,Le Lamentin,Point(-60.996388888 14.592222222)
General Francisco Javier Mina International Airport,MMTM,Mexico,Tampico,Point(-97.865833333 22.296388888)
Kutaisi International Airport,UGKO,Georgia,Georgia,Point(42.4825 42.176388888)
Pensacola International Airport,KPNS,United States of America,Florida,Point(-87.1866 30.4734)
Taiyuan Wusu International Airport,ZBYN,People's Republic of China,Taiyuan,Point(112.628333333 37.746944444)
Bahias de Huatulco International Airport,MMBT,Mexico,Oaxaca State,Point(-96.2625 15.775277777)
Guangzhou Baiyun International Airport,ZGGG,People's Republic of China,Baiyun District,Point(113.26805556 23.18722222)
Achmad Yani International Airport,WARS,Indonesia,Semarang,Point(110.374166666 -6.971388888)
Yinchuan Hedong International Airport,ZLIC,People's Republic of China,Ningxia,Point(106.3925 38.321666666)
Ellinikon International Airport,LGAT,Greece,Elliniko,Point(23.72947 37.898433)
John C. Munro Hamilton International Airport,CYHM,Canada,Ontario,Point(-79.935 43.173611111)
Cozumel International Airport,MMCZ,Mexico,Quintana Roo,Point(-86.928888888 20.515)
Brussels South Charleroi Airport,EBCI,Belgium,Charleroi,Point(4.465158 50.46409)
Istanbul Airport,LTFM,Turkey,Arnavutköy,Point(28.742222222 41.260833333)
Nantes Atlantique Airport,LFRS,France,Bouguenais,Point(-1.607777777 47.156944444)
Calgary International Airport,CYYC,Canada,Alberta,Point(-114.020278 51.113889)
Winnipeg James Armstrong Richardson International Airport,CYWG,Canada,Manitoba,Point(-97.24 49.91)
George Best Belfast City Airport,EGAC,United Kingdom,Port of Belfast,Point(-5.871233 54.615486)
Al Najaf International Airport,ORNI,Iraq,Najaf Governorate,Point(44.404316666 31.989852777)
Paris-Charles de Gaulle Airport,LFPG,France,Le Mesnil-Amelot,Point(2.547777777 49.009722222)
Region de Murcia International Airport,LEMI,Spain,Corvera,Point(-1.124111111 37.803638888)
Samarinda International Airport,WALS,Indonesia,North Samarinda,Point(117.254166666 -0.376388888)
Presidente Castro Pinto International Airport,SBJP,Brazil,Bayeux,Point(-34.948611111 -7.145833333)
Klagenfurt Airport,LOWK,Austria,Klagenfurt,Point(14.337222222 46.642777777)
Adelaide Airport,YPAD,Australia,South Australia,Point(138.530555555 -34.945)
Tuzla International Airport,LQTZ,Bosnia and Herzegovina,Bosnia and Herzegovina,Point(18.724722222 44.458611111)
Enrique Olaya Herrera Airport,SKMD,Colombia,Medellin,Point(-75.590277777 6.219722222)
FAP Captain David Abensur Rengifo International Airport,SPCL,Peru,Pucallpa,Point(-74.5743 -8.37794)
Paris-Charles de Gaulle Airport,LFPG,France,Mauregard,Point(2.547777777 49.009722222)
Laguindingan Airport,RPMY,Philippines,Laguindingan,Point(124.457222222 8.6125)
Wenzhou Longwan International Airport,ZSWZ,People's Republic of China,Wenzhou,Point(120.851944444 27.911944444)
Brisbane Airport,YBBN,Australia,Queensland,Point(153.118333333 -27.383333333)
John F. Kennedy International Airport,KJFK,United States of America,Queens,Point(-73.78 40.64)
Paris-Charles de Gaulle Airport,LFPG,France,Mitry-Mory,Point(2.547777777 49.009722222)
Hong Kong International Airport,VHHH,People's Republic of China,Islands District,Point(113.914444 22.308889)
Lehigh Valley International Airport,KABE,United States of America,Hanover Township,Point(-75.43554 40.65253)
Roshchino International Airport,USTR,Russia,Tyumen,Point(65.316666666 57.168333333)
Fresno Yosemite International Airport,KFAT,United States of America,California,Point(-119.718961111 36.770930555)
Glasgow Airport,EGPF,United Kingdom,Renfrewshire,Point(-4.433055555 55.871944444)
Winnipeg James Armstrong Richardson International Airport,CYWG,Canada,Winnipeg,Point(-97.24 49.91)
Vladivostok International Airport,UHWW,Russia,Primorsky Krai,Point(132.151388888 43.399166666)
Ellinikon International Airport,LGAT,Greece,South Athens Regional Unit,Point(23.72947 37.898433)
Burlington International Airport,KBTV,United States of America,Burlington,Point(-73.153333333 44.471944444)
Greater Rochester International Airport,KROC,United States of America,Rochester,Point(-77.6725 43.118888888)
Marseille Provence Airport,LFML,France,Marignane,Point(5.215 43.436666666)
Belfast International Airport,EGAA,United Kingdom,Aldergrove,Point(-6.215833 54.6575)
General Guadalupe Victoria International Airport,MMDO,Mexico,Durango,Point(-104.527777777 24.124166666)
Newport News/Williamsburg International Airport,KPHF,United States of America,Virginia,Point(-76.4931 37.1319)
Cam Ranh International Airport,VVCR,Vietnam,South Central Coast,Point(109.219444444 11.998055555)
Ángel Albino Corzo International Airport,MMTG,Mexico,Chiapa de Corzo,Point(-93.0225 16.563611111)
Narita International Airport,RJAA,Japan,Narita,Point(140.38845 35.7649)
Paris-Charles de Gaulle Airport,LFPG,France,Tremblay-en-France,Point(2.547777777 49.009722222)
Senai International Airport,WMKJ,Malaysia,Senai,Point(103.668611111 1.642777777)
Berlin Schönefeld Airport,EDDB,Germany,Schönefeld,Point(13.520556 52.378611)
Berlin Schönefeld Airport,ETBS,Germany,Schönefeld,Point(13.520556 52.378611)
Iloilo International Airport,RPVI,Philippines,Central Visayas,Point(122.543612 10.714722)
Changchun Longjia International Airport,ZYCC,People's Republic of China,Changchun,Point(125.685277777 43.996111111)
Enrique Olaya Herrera Airport,SKMD,Colombia,Antioquia Department,Point(-75.590277777 6.219722222)
Paris-Charles de Gaulle Airport,LFPG,France,epiais-lès-Louvres,Point(2.547777777 49.009722222)
Manchester Airport,EGCC,United Kingdom,Ringway,Point(-2.275 53.353889)
Addis Ababa Bole International Airport,HAAB,Ethiopia,Bole Medhanealem,Point(38.799444444 8.977777777)
Seattle–Tacoma International Airport,KSEA,United States of America,SeaTac,Point(-122.309444 47.448889)
Tallahassee International Airport,KTLH,United States of America,Florida,Point(-84.350277777 30.396666666)
Shanghai Pudong International Airport,ZSPD,People's Republic of China,Pudong,Point(121.805278 31.143333)
Bandar Abbas International Airport,OIKB,Iran,Bandar Abbas,Point(56.377777777 27.218055555)
East Midlands Airport,EGNX,United Kingdom,Leicestershire,Point(-1.328055555 52.831111111)
General Heriberto Jara International Airport,MMVR,Mexico,Veracruz,Point(-96.187222222 19.145833333)
V. C. Bird International Airport,TAPA,Antigua and Barbuda,Saint John's,Point(-61.79277778 17.13666667)
Tuzla International Airport,LQTZ,Bosnia and Herzegovina,Bosnia and Herzegovina,Point(18.724813 44.458637)
Palonegro International Airport,SKBG,Colombia,Santander Department,Point(-73.184722222 7.126388888)
Qingdao Jiaodong International Airport,ZSQD,People's Republic of China,Jiaozhou City,Point(120.059 36.3483)
Ninoy Aquino International Airport,RPLL,Philippines,Pasay,Point(121.019444 14.508611)
Kazan International Airport,UWKD,Russia,,Point(49.281666666 55.606666666)
Krasnodar International Airport,URKK,Russia,Krasnodar,Point(39.170555555 45.034722222)
Iloilo International Airport,RPVI,Philippines,Central Visayas,Point(122.493055555 10.8325)
Northwest Florida Beaches International Airport,KECP,United States of America,Florida,Point(-85.7956 30.3583)
Yantai Penglai International Airport,ZSYT,People's Republic of China,Penglai District,Point(120.97857 37.66009)
Harbin Taiping International Airport,ZYHB,People's Republic of China,Heilongjiang,Point(126.250327777 45.623402777)
Berlin-Tegel Airport,EDDT,Germany,Reinickendorf,Point(13.287778 52.559722)
Leonardo da Vinci–Fiumicino Airport,LIRF,Italy,Fiumicino,Point(12.238888888 41.800277777)
Harrisburg International Airport,KMDT,United States of America,Pennsylvania,Point(-76.763333333 40.193055555)
Changchun Longjia International Airport,ZYCC,People's Republic of China,Changchun,Point(125.20088 43.90568)
El Paso International Airport,KELP,United States of America,Texas,Point(-106.3775 31.807222222)
Paris-Charles de Gaulle Airport,LFPG,France,Roissy-en-France,Point(2.547777777 49.009722222)
Mudanjiang Hailang International Airport,ZYMD,People's Republic of China,Heilongjiang,Point(129.568888888 44.524166666)
Mohamed Boudiaf International Airport,DABC,Algeria,Constantine Province,Point(6.617056 36.282417)
Glacier Park International Airport,KGPI,United States of America,Montana,Point(-114.256111111 48.310555555)
Chengdu Tianfu International Airport,ZUTF,People's Republic of China,Lujia,Point(104.445 30.319)
Volgograd International Airport,URWW,Russia,Volgograd,Point(44.346666666 48.781666666)
Zhukovsky International Airport,UUBW,Russia,Zhukovsky Urban Okrug,Point(38.151666666 55.553333333)
